is_about,is_quality_measurement_of,has_specified_numeric_value,has_measurement_unit_label
42866_Q4,ElasticModulus_G_dash_15_percent_1_Messung,1.34,MPa
42866_Q5,ElasticModulus_G_dash_15_percent_1_Messung,1.6,MPa
42866_Q6,ElasticModulus_G_dash_15_percent_1_Messung,1.43,MPa
42866_Q7,ElasticModulus_G_dash_15_percent_1_Messung,1.47,MPa
42866_Q8,ElasticModulus_G_dash_15_percent_1_Messung,1.91,MPa
42866_Q1,tan_d_7_percent_1_Messung,0.197,MPa
42866_Q2,tan_d_7_percent_1_Messung,0.184,MPa
42866_Q3,tan_d_7_percent_1_Messung,0.183,MPa
42866_Q4,tan_d_7_percent_1_Messung,0.158,MPa
42866_Q5,tan_d_7_percent_1_Messung,0.201,MPa
42866_Q6,tan_d_7_percent_1_Messung,0.178,MPa
42866_Q7,tan_d_7_percent_1_Messung,0.175,MPa
42866_Q8,tan_d_7_percent_1_Messung,0.183,MPa
42866_Q1,LossModulus_Gdouble_dash(max),0.6,MPa
42866_Q2,LossModulus_Gdouble_dash(max),0.43,MPa
42866_Q3,LossModulus_Gdouble_dash(max),0.5,MPa
42866_Q4,LossModulus_Gdouble_dash(max),0.33,MPa
42866_Q5,LossModulus_Gdouble_dash(max),0.63,MPa
42866_Q6,LossModulus_Gdouble_dash(max),0.44,MPa
42866_Q7,LossModulus_Gdouble_dash(max),0.44,MPa
42866_Q8,LossModulus_Gdouble_dash(max),0.61,MPa
43127_Q1,ML 1+1,62.3,ME
43127_Q2,ML 1+1,79.86,ME
43127_Q3,ML 1+1,71.2,ME
43127_Q4,ML 1+1,72.72,ME
43127_Q5,ML 1+1,61.84,ME
43127_Q6,ML 1+1,70.65,ME
43127_Q7,ML 1+1,71.79,ME
43127_Q8,ML 1+1,77.8,ME
43127_Q1,ML 1+4,53.14,ME
43127_Q2,ML 1+4,66.88,ME
43127_Q3,ML 1+4,61.61,ME
43127_Q4,ML 1+4,64.13,ME
43127_Q5,ML 1+4,52.95,ME
43127_Q6,ML 1+4,62.09,ME
43127_Q7,ML 1+4,62.65,ME
43127_Q8,ML 1+4,65.52,ME
43127_Q1,MSR,0.555,log(ME)/log(s)
43127_Q2,MSR,0.433,log(ME)/log(s)
43127_Q3,MSR,0.482,log(ME)/log(s)
43127_Q4,MSR,0.438,log(ME)/log(s)
43127_Q5,MSR,0.553,log(ME)/log(s)
43127_Q6,MSR,0.45,log(ME)/log(s)
43127_Q7,MSR,0.481,log(ME)/log(s)
43127_Q8,MSR,0.43,log(ME)/log(s)
43127_Q1,Umsatzzeit 90percent,809.88,[sec]
43127_Q2,Umsatzzeit 90percent,799.05,[sec]
43127_Q3,Umsatzzeit 90percent,824.04,[sec]
43127_Q4,Umsatzzeit 90percent,801.3,[sec]
43127_Q5,Umsatzzeit 90percent,798.54,[sec]
43127_Q6,Umsatzzeit 90percent,833.28,[sec]
43127_Q7,Umsatzzeit 90percent,833.22,[sec]
43127_Q8,Umsatzzeit 90percent,807.42,[sec]
43127_Q1,S_dash bei 90percent Umsatz,18.97,dNm
43127_Q2,S_dash bei 90percent Umsatz,17.47,dNm
43127_Q3,S_dash bei 90percent Umsatz,17.88,dNm
43127_Q4,S_dash bei 90percent Umsatz,17.9,dNm
43127_Q5,S_dash bei 90percent Umsatz,19.14,dNm
43127_Q6,S_dash bei 90percent Umsatz,17.75,dNm
43127_Q7,S_dash bei 90percent Umsatz,18.02,dNm
43127_Q8,S_dash bei 90percent Umsatz,17.85,dNm
43127_Q1,Massedruck_1,23.65,bar
43127_Q2,Massedruck_1,30.9,bar
43127_Q3,Massedruck_1,27.25,bar
43127_Q4,Massedruck_1,29.0,bar
43127_Q5,Massedruck_1,23.2,bar
43127_Q6,Massedruck_1,28.7,bar
43127_Q7,Massedruck_1,28.3,bar
43127_Q8,Massedruck_1,30.7,bar
43127_Q1,Massedruck_2,35.2,bar
43127_Q2,Massedruck_2,39.65,bar
43127_Q3,Massedruck_2,38.65,bar
43127_Q4,Massedruck_2,39.9,bar
43127_Q5,Massedruck_2,35.2,bar
43127_Q6,Massedruck_2,38.5,bar
43127_Q7,Massedruck_2,39.0,bar
43127_Q8,Massedruck_2,39.5,bar
43127_Q1,Quellung Hausmethode K10_1,31.09,percent
43127_Q2,Quellung Hausmethode K10_1,30.28,percent
43127_Q3,Quellung Hausmethode K10_1,32.29,percent
43127_Q4,Quellung Hausmethode K10_1,28.86,percent
43127_Q5,Quellung Hausmethode K10_1,30.08,percent
43127_Q6,Quellung Hausmethode K10_1,34.66,percent
43127_Q7,Quellung Hausmethode K10_1,34.85,percent
43127_Q8,Quellung Hausmethode K10_1,34.07,percent
43127_Q1,Quellung Hausmethode K10_2,32.88,percent
43127_Q2,Quellung Hausmethode K10_2,30.68,percent
43127_Q3,Quellung Hausmethode K10_2,31.89,percent
43127_Q4,Quellung Hausmethode K10_2,30.28,percent
43127_Q5,Quellung Hausmethode K10_2,32.49,percent
43127_Q6,Quellung Hausmethode K10_2,32.29,percent
43127_Q7,Quellung Hausmethode K10_2,31.29,percent
43127_Q8,Quellung Hausmethode K10_2,29.26,percent
43127_Q1,Masse pro Messzeit_1,10.88,g
43127_Q2,Masse pro Messzeit_1,9.24,g
43127_Q3,Masse pro Messzeit_1,9.22,g
43127_Q4,Masse pro Messzeit_1,9.56,g
43127_Q5,Masse pro Messzeit_1,10.9,g
43127_Q6,Masse pro Messzeit_1,10.0,g
43127_Q7,Masse pro Messzeit_1,9.88,g
43127_Q8,Masse pro Messzeit_1,9.6,g
43127_Q1,Masse pro Messzeit_2,38.48,g
43127_Q2,Masse pro Messzeit_2,34.42,g
43127_Q3,Masse pro Messzeit_2,37.08,g
43127_Q4,Masse pro Messzeit_2,37.06,g
43127_Q5,Masse pro Messzeit_2,38.38,g
43127_Q6,Masse pro Messzeit_2,35.56,g
43127_Q7,Masse pro Messzeit_2,36.74,g
43127_Q8,Masse pro Messzeit_2,34.86,g
43127_Q1,Hardness_mean_value,67.13,Shore A
43127_Q2,Hardness_mean_value,62.3,Shore A
43127_Q3,Hardness_mean_value,64.2,Shore A
43127_Q4,Hardness_mean_value,63.2,Shore A
43127_Q5,Hardness_mean_value,65.63,Shore A
43127_Q6,Hardness_mean_value,63.7,Shore A
43127_Q7,Hardness_mean_value,64.13,Shore A
43127_Q8,Hardness_mean_value,63.23,Shore A
43127_Q1,Rebound_mean_value_1,37.73,percent
43127_Q2,Rebound_mean_value_1,42.6,percent
43127_Q3,Rebound_mean_value_1,38.73,percent
43127_Q4,Rebound_mean_value_1,40.13,percent
43127_Q5,Rebound_mean_value_1,38.4,percent
43127_Q6,Rebound_mean_value_1,39.8,percent
43127_Q7,Rebound_mean_value_1,40.33,percent
43127_Q8,Rebound_mean_value_1,39.4,percent
43127_Q1,Rebound_mean_value_2,55.5,percent
43127_Q2,Rebound_mean_value_2,60.5,percent
43127_Q3,Rebound_mean_value_2,58.5,percent
43127_Q4,Rebound_mean_value_2,60.5,percent
43127_Q5,Rebound_mean_value_2,54.5,percent
43127_Q6,Rebound_mean_value_2,58.5,percent
43127_Q7,Rebound_mean_value_2,57.5,percent
43127_Q8,Rebound_mean_value_2,57.5,percent
43127_Q1,Rebound_mean_value_3,57.0,percent
43127_Q2,Rebound_mean_value_3,63.0,percent
43127_Q3,Rebound_mean_value_3,60.5,percent
43127_Q4,Rebound_mean_value_3,62.5,percent
43127_Q5,Rebound_mean_value_3,55.5,percent
43127_Q6,Rebound_mean_value_3,61.5,percent
43127_Q7,Rebound_mean_value_3,60.5,percent
43127_Q8,Rebound_mean_value_3,60.5,percent
43127_Q1,S50,1.5,MPa
43127_Q2,S50,1.4,MPa
43127_Q3,S50,1.4,MPa
43127_Q4,S50,1.4,MPa
43127_Q5,S50,1.5,MPa
43127_Q6,S50,1.4,MPa
43127_Q7,S50,1.4,MPa
43127_Q8,S50,1.4,MPa
43127_Q1,S100,2.8,MPa
43127_Q2,S100,2.6,MPa
43127_Q3,S100,2.6,MPa
43127_Q4,S100,2.5,MPa
43127_Q5,S100,2.7,MPa
43127_Q6,S100,2.6,MPa
43127_Q7,S100,2.5,MPa
43127_Q8,S100,2.5,MPa
43127_Q1,S300,12.6,MPa
43127_Q2,S300,13.8,MPa
43127_Q3,S300,13.2,MPa
43127_Q4,S300,13.3,MPa
43127_Q5,S300,12.6,MPa
43127_Q6,S300,13.6,MPa
43127_Q7,S300,13.2,MPa
43127_Q8,S300,13.6,MPa
43127_Q1,D Median,406.0,percent
43127_Q2,D Median,397.0,percent
43127_Q3,D Median,427.0,percent
43127_Q4,D Median,410.0,percent
43127_Q5,D Median,434.0,percent
43127_Q6,D Median,413.0,percent
43127_Q7,D Median,426.0,percent
43127_Q8,D Median,402.0,percent
43127_Q1,F Median,18.8,MPa
43127_Q2,F Median,20.2,MPa
43127_Q3,F Median,20.8,MPa
43127_Q4,F Median,20.7,MPa
43127_Q5,F Median,20.1,MPa
43127_Q6,F Median,20.9,MPa
43127_Q7,F Median,21.1,MPa
43127_Q8,F Median,20.3,MPa
43127_Q1,E_dash_0_degree_celcius,46.8,MPa
43127_Q2,E_dash_0_degree_celcius,27.81,MPa
43127_Q3,E_dash_0_degree_celcius,33.95,MPa
43127_Q4,E_dash_0_degree_celcius,25.23,MPa
43127_Q5,E_dash_0_degree_celcius,44.26,MPa
43127_Q6,E_dash_0_degree_celcius,31.33,MPa
43127_Q7,E_dash_0_degree_celcius,32.64,MPa
43127_Q8,E_dash_0_degree_celcius,26.89,MPa
43127_Q1,E_double_dash_0_degree_celcius,9.95,MPa
43127_Q2,E_double_dash_0_degree_celcius,7.58,MPa
43127_Q3,E_double_dash_0_degree_celcius,8.77,MPa
43127_Q4,E_double_dash_0_degree_celcius,6.86,MPa
43127_Q5,E_double_dash_0_degree_celcius,10.01,MPa
43127_Q6,E_double_dash_0_degree_celcius,8.56,MPa
43127_Q7,E_double_dash_0_degree_celcius,8.22,MPa
43127_Q8,E_double_dash_0_degree_celcius,7.42,MPa
43127_Q1,E_dash_23_degree_celcius,28.99,MPa
43127_Q2,E_dash_23_degree_celcius,15.97,MPa
43127_Q3,E_dash_23_degree_celcius,19.83,MPa
43127_Q4,E_dash_23_degree_celcius,14.62,MPa
43127_Q5,E_dash_23_degree_celcius,27.32,MPa
43127_Q6,E_dash_23_degree_celcius,18.33,MPa
43127_Q7,E_dash_23_degree_celcius,19.3,MPa
43127_Q8,E_dash_23_degree_celcius,15.4,MPa
43127_Q1,E_double_dash_23_degree_celcius,4.54,MPa
43127_Q2,E_double_dash_23_degree_celcius,2.51,MPa
43127_Q3,E_double_dash_23_degree_celcius,3.19,MPa
43127_Q4,E_double_dash_23_degree_celcius,2.22,MPa
43127_Q5,E_double_dash_23_degree_celcius,4.48,MPa
43127_Q6,E_double_dash_23_degree_celcius,3.04,MPa
43127_Q7,E_double_dash_23_degree_celcius,3.06,MPa
43127_Q8,E_double_dash_23_degree_celcius,2.45,MPa
43127_Q1,E_dash_60_degree_celcius,17.98,MPa
43127_Q2,E_dash_60_degree_celcius,9.92,MPa
43127_Q3,E_dash_60_degree_celcius,12.29,MPa
43127_Q4,E_dash_60_degree_celcius,9.37,MPa
43127_Q5,E_dash_60_degree_celcius,16.85,MPa
43127_Q6,E_dash_60_degree_celcius,11.21,MPa
43127_Q7,E_dash_60_degree_celcius,11.97,MPa
43127_Q8,E_dash_60_degree_celcius,9.62,MPa
43127_Q1,E_double_dash_60_degree_celcius,2.07,MPa
43127_Q2,E_double_dash_60_degree_celcius,0.86,MPa
43127_Q3,E_double_dash_60_degree_celcius,1.24,MPa
43127_Q4,E_double_dash_60_degree_celcius,0.8,MPa
43127_Q5,E_double_dash_60_degree_celcius,2.0,MPa
43127_Q6,E_double_dash_60_degree_celcius,1.12,MPa
43127_Q7,E_double_dash_60_degree_celcius,1.18,MPa
43127_Q8,E_double_dash_60_degree_celcius,0.86,MPa
43127_Q1,tand d max,0.521,
43127_Q2,tand d max,0.59,
43127_Q3,tand d max,0.576,
43127_Q4,tand d max,0.615,
43127_Q5,tand d max,0.539,
43127_Q6,tand d max,0.592,
43127_Q7,tand d max,0.579,
43127_Q8,tand d max,0.614,
43127_Q1,Temperatur tan d max,-29.2,[°C]
43127_Q2,Temperatur tan d max,-25.3,[°C]
43127_Q3,Temperatur tan d max,-26.3,[°C]
43127_Q4,Temperatur tan d max,-24.3,[°C]
43127_Q5,Temperatur tan d max,-29.3,[°C]
43127_Q6,Temperatur tan d max,-25.3,[°C]
43127_Q7,Temperatur tan d max,-27.3,[°C]
43127_Q8,Temperatur tan d max,-25.2,[°C]
43127_Q1,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,4.5,MPa
43127_Q2,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.14,MPa
43127_Q3,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.16,MPa
43127_Q4,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.89,MPa
43127_Q5,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,4.23,MPa
43127_Q6,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.89,MPa
43127_Q7,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.51,MPa
43127_Q8,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.41,MPa
43127_Q1,ElasticModulus_G_dash_15_percent_1_Messung,1.56,MPa
43127_Q2,ElasticModulus_G_dash_15_percent_1_Messung,1.4,MPa
43127_Q3,ElasticModulus_G_dash_15_percent_1_Messung,1.36,MPa
43127_Q4,ElasticModulus_G_dash_15_percent_1_Messung,1.34,MPa
43127_Q5,ElasticModulus_G_dash_15_percent_1_Messung,1.55,MPa
43127_Q6,ElasticModulus_G_dash_15_percent_1_Messung,1.32,MPa
43127_Q7,ElasticModulus_G_dash_15_percent_1_Messung,1.4,MPa
43127_Q8,ElasticModulus_G_dash_15_percent_1_Messung,1.42,MPa
43127_Q1,tan_d_7_percent_1_Messung,0.191,MPa
43127_Q2,tan_d_7_percent_1_Messung,0.16,MPa
43127_Q3,tan_d_7_percent_1_Messung,0.168,MPa
43127_Q4,tan_d_7_percent_1_Messung,0.155,MPa
43127_Q5,tan_d_7_percent_1_Messung,0.186,MPa
43127_Q6,tan_d_7_percent_1_Messung,0.158,MPa
43127_Q7,tan_d_7_percent_1_Messung,0.171,MPa
43127_Q8,tan_d_7_percent_1_Messung,0.165,MPa
43127_Q1,LossModulus_Gdouble_dash(max),0.57,MPa
43127_Q2,LossModulus_Gdouble_dash(max),0.35,MPa
43127_Q3,LossModulus_Gdouble_dash(max),0.37,MPa
43127_Q4,LossModulus_Gdouble_dash(max),0.32,MPa
43127_Q5,LossModulus_Gdouble_dash(max),0.53,MPa
43127_Q6,LossModulus_Gdouble_dash(max),0.32,MPa
43127_Q7,LossModulus_Gdouble_dash(max),0.41,MPa
43127_Q8,LossModulus_Gdouble_dash(max),0.39,MPa
43225_Q1,ML 1+1,60.31,ME
43225_Q2,ML 1+1,71.69,ME
43225_Q3,ML 1+1,75.25,ME
43225_Q4,ML 1+1,73.59,ME
43225_Q5,ML 1+1,59.17,ME
43225_Q6,ML 1+1,74.22,ME
43225_Q7,ML 1+1,73.63,ME
43225_Q8,ML 1+1,71.87,ME
43225_Q1,ML 1+4,51.82,ME
43225_Q2,ML 1+4,59.88,ME
43225_Q3,ML 1+4,62.85,ME
43225_Q4,ML 1+4,61.37,ME
43225_Q5,ML 1+4,50.64,ME
43225_Q6,ML 1+4,61.94,ME
43225_Q7,ML 1+4,61.62,ME
43225_Q8,ML 1+4,60.28,ME
43225_Q1,MSR,0.545,log(ME)/log(s)
43225_Q2,MSR,0.468,log(ME)/log(s)
43225_Q3,MSR,0.452,log(ME)/log(s)
43225_Q4,MSR,0.464,log(ME)/log(s)
43225_Q5,MSR,0.56,log(ME)/log(s)
43225_Q6,MSR,0.446,log(ME)/log(s)
43225_Q7,MSR,0.46,log(ME)/log(s)
43225_Q8,MSR,0.475,log(ME)/log(s)
43225_Q1,Umsatzzeit 90percent,836.7,[sec]
43225_Q2,Umsatzzeit 90percent,824.58,[sec]
43225_Q3,Umsatzzeit 90percent,905.88,[sec]
43225_Q4,Umsatzzeit 90percent,811.53,[sec]
43225_Q5,Umsatzzeit 90percent,836.2,[sec]
43225_Q6,Umsatzzeit 90percent,825.93,[sec]
43225_Q7,Umsatzzeit 90percent,826.08,[sec]
43225_Q8,Umsatzzeit 90percent,841.02,[sec]
43225_Q1,S_dash bei 90percent Umsatz,18.44,dNm
43225_Q2,S_dash bei 90percent Umsatz,17.9,dNm
43225_Q3,S_dash bei 90percent Umsatz,16.42,dNm
43225_Q4,S_dash bei 90percent Umsatz,17.66,dNm
43225_Q5,S_dash bei 90percent Umsatz,18.57,dNm
43225_Q6,S_dash bei 90percent Umsatz,17.74,dNm
43225_Q7,S_dash bei 90percent Umsatz,17.85,dNm
43225_Q8,S_dash bei 90percent Umsatz,17.92,dNm
43225_Q1,Hardness_mean_value,66.53,Shore A
43225_Q2,Hardness_mean_value,64.97,Shore A
43225_Q3,Hardness_mean_value,62.7,Shore A
43225_Q4,Hardness_mean_value,64.1,Shore A
43225_Q5,Hardness_mean_value,67.47,Shore A
43225_Q6,Hardness_mean_value,64.33,Shore A
43225_Q7,Hardness_mean_value,64.03,Shore A
43225_Q8,Hardness_mean_value,64.73,Shore A
43225_Q1,Rebound_mean_value_1,36.4,percent
43225_Q2,Rebound_mean_value_1,39.4,percent
43225_Q3,Rebound_mean_value_1,39.4,percent
43225_Q4,Rebound_mean_value_1,40.0,percent
43225_Q5,Rebound_mean_value_1,37.2,percent
43225_Q6,Rebound_mean_value_1,40.13,percent
43225_Q7,Rebound_mean_value_1,39.13,percent
43225_Q8,Rebound_mean_value_1,40.0,percent
43225_Q1,Rebound_mean_value_2,56.0,percent
43225_Q2,Rebound_mean_value_2,59.5,percent
43225_Q3,Rebound_mean_value_2,60.5,percent
43225_Q4,Rebound_mean_value_2,61.0,percent
43225_Q5,Rebound_mean_value_2,56.0,percent
43225_Q6,Rebound_mean_value_2,60.5,percent
43225_Q7,Rebound_mean_value_2,60.5,percent
43225_Q8,Rebound_mean_value_2,61.5,percent
43225_Q1,Rebound_mean_value_3,57.5,percent
43225_Q2,Rebound_mean_value_3,62.5,percent
43225_Q3,Rebound_mean_value_3,61.5,percent
43225_Q4,Rebound_mean_value_3,61.5,percent
43225_Q5,Rebound_mean_value_3,58.0,percent
43225_Q6,Rebound_mean_value_3,62.0,percent
43225_Q7,Rebound_mean_value_3,61.5,percent
43225_Q8,Rebound_mean_value_3,61.5,percent
43225_Q1,S50,1.5,MPa
43225_Q2,S50,1.4,MPa
43225_Q3,S50,1.3,MPa
43225_Q4,S50,1.4,MPa
43225_Q5,S50,1.6,MPa
43225_Q6,S50,1.4,MPa
43225_Q7,S50,1.4,MPa
43225_Q8,S50,1.4,MPa
43225_Q1,S100,2.7,MPa
43225_Q2,S100,2.7,MPa
43225_Q3,S100,2.4,MPa
43225_Q4,S100,2.6,MPa
43225_Q5,S100,2.9,MPa
43225_Q6,S100,2.6,MPa
43225_Q7,S100,2.5,MPa
43225_Q8,S100,2.6,MPa
43225_Q1,S300,12.3,MPa
43225_Q2,S300,14.3,MPa
43225_Q3,S300,12.6,MPa
43225_Q4,S300,14.0,MPa
43225_Q5,S300,13.2,MPa
43225_Q6,S300,14.2,MPa
43225_Q7,S300,13.8,MPa
43225_Q8,S300,13.9,MPa
43225_Q1,D Median,397.0,percent
43225_Q2,D Median,378.0,percent
43225_Q3,D Median,420.0,percent
43225_Q4,D Median,370.0,percent
43225_Q5,D Median,431.0,percent
43225_Q6,D Median,404.0,percent
43225_Q7,D Median,402.0,percent
43225_Q8,D Median,392.0,percent
43225_Q1,F Median,17.6,MPa
43225_Q2,F Median,19.8,MPa
43225_Q3,F Median,20.0,MPa
43225_Q4,F Median,18.9,MPa
43225_Q5,F Median,20.5,MPa
43225_Q6,F Median,21.2,MPa
43225_Q7,F Median,20.9,MPa
43225_Q8,F Median,20.0,MPa
43225_Q1,E_dash_0_degree_celcius,43.64,MPa
43225_Q2,E_dash_0_degree_celcius,23.2,MPa
43225_Q3,E_dash_0_degree_celcius,19.42,MPa
43225_Q4,E_dash_0_degree_celcius,21.49,MPa
43225_Q5,E_dash_0_degree_celcius,42.33,MPa
43225_Q6,E_dash_0_degree_celcius,22.19,MPa
43225_Q7,E_dash_0_degree_celcius,26.65,MPa
43225_Q8,E_dash_0_degree_celcius,24.67,MPa
43225_Q1,E_double_dash_0_degree_celcius,10.78,MPa
43225_Q2,E_double_dash_0_degree_celcius,6.64,MPa
43225_Q3,E_double_dash_0_degree_celcius,5.73,MPa
43225_Q4,E_double_dash_0_degree_celcius,6.12,MPa
43225_Q5,E_double_dash_0_degree_celcius,10.5,MPa
43225_Q6,E_double_dash_0_degree_celcius,6.36,MPa
43225_Q7,E_double_dash_0_degree_celcius,7.35,MPa
43225_Q8,E_double_dash_0_degree_celcius,6.86,MPa
43225_Q1,E_dash_23_degree_celcius,25.53,MPa
43225_Q2,E_dash_23_degree_celcius,13.6,MPa
43225_Q3,E_dash_23_degree_celcius,11.26,MPa
43225_Q4,E_dash_23_degree_celcius,12.56,MPa
43225_Q5,E_dash_23_degree_celcius,25.77,MPa
43225_Q6,E_dash_23_degree_celcius,12.97,MPa
43225_Q7,E_dash_23_degree_celcius,15.47,MPa
43225_Q8,E_dash_23_degree_celcius,14.4,MPa
43225_Q1,E_double_dash_23_degree_celcius,4.44,MPa
43225_Q2,E_double_dash_23_degree_celcius,2.15,MPa
43225_Q3,E_double_dash_23_degree_celcius,1.76,MPa
43225_Q4,E_double_dash_23_degree_celcius,1.94,MPa
43225_Q5,E_double_dash_23_degree_celcius,4.46,MPa
43225_Q6,E_double_dash_23_degree_celcius,2.01,MPa
43225_Q7,E_double_dash_23_degree_celcius,2.43,MPa
43225_Q8,E_double_dash_23_degree_celcius,2.28,MPa
43225_Q1,E_dash_60_degree_celcius,15.94,MPa
43225_Q2,E_dash_60_degree_celcius,8.89,MPa
43225_Q3,E_dash_60_degree_celcius,7.34,MPa
43225_Q4,E_dash_60_degree_celcius,8.23,MPa
43225_Q5,E_dash_60_degree_celcius,15.25,MPa
43225_Q6,E_dash_60_degree_celcius,8.16,MPa
43225_Q7,E_dash_60_degree_celcius,9.73,MPa
43225_Q8,E_dash_60_degree_celcius,9.28,MPa
43225_Q1,E_double_dash_60_degree_celcius,1.95,MPa
43225_Q2,E_double_dash_60_degree_celcius,0.79,MPa
43225_Q3,E_double_dash_60_degree_celcius,0.63,MPa
43225_Q4,E_double_dash_60_degree_celcius,0.69,MPa
43225_Q5,E_double_dash_60_degree_celcius,1.8,MPa
43225_Q6,E_double_dash_60_degree_celcius,0.69,MPa
43225_Q7,E_double_dash_60_degree_celcius,0.86,MPa
43225_Q8,E_double_dash_60_degree_celcius,0.83,MPa
43225_Q1,tand d max,0.556,
43225_Q2,tand d max,0.642,
43225_Q3,tand d max,0.676,
43225_Q4,tand d max,0.648,
43225_Q5,tand d max,0.547,
43225_Q6,tand d max,0.655,
43225_Q7,tand d max,0.607,
43225_Q8,tand d max,0.625,
43225_Q1,Temperatur tan d max,-27.3,[°C]
43225_Q2,Temperatur tan d max,-25.2,[°C]
43225_Q3,Temperatur tan d max,-24.3,[°C]
43225_Q4,Temperatur tan d max,-24.3,[°C]
43225_Q5,Temperatur tan d max,-26.3,[°C]
43225_Q6,Temperatur tan d max,-25.3,[°C]
43225_Q7,Temperatur tan d max,-24.3,[°C]
43225_Q8,Temperatur tan d max,-25.3,[°C]
43225_Q1,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,4.68,MPa
43225_Q2,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.44,MPa
43225_Q3,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.06,MPa
43225_Q4,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.4,MPa
43225_Q5,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,4.8,MPa
43225_Q6,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.4,MPa
43225_Q7,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.74,MPa
43225_Q8,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.44,MPa
43225_Q1,ElasticModulus_G_dash_15_percent_1_Messung,1.58,MPa
43225_Q2,ElasticModulus_G_dash_15_percent_1_Messung,1.44,MPa
43225_Q3,ElasticModulus_G_dash_15_percent_1_Messung,1.33,MPa
43225_Q4,ElasticModulus_G_dash_15_percent_1_Messung,1.44,MPa
43225_Q5,ElasticModulus_G_dash_15_percent_1_Messung,1.57,MPa
43225_Q6,ElasticModulus_G_dash_15_percent_1_Messung,1.45,MPa
43225_Q7,ElasticModulus_G_dash_15_percent_1_Messung,1.51,MPa
43225_Q8,ElasticModulus_G_dash_15_percent_1_Messung,1.44,MPa
43225_Q1,tan_d_7_percent_1_Messung,0.19,MPa
43225_Q2,tan_d_7_percent_1_Messung,0.166,MPa
43225_Q3,tan_d_7_percent_1_Messung,0.166,MPa
43225_Q4,tan_d_7_percent_1_Messung,0.163,MPa
43225_Q5,tan_d_7_percent_1_Messung,0.191,MPa
43225_Q6,tan_d_7_percent_1_Messung,0.16,MPa
43225_Q7,tan_d_7_percent_1_Messung,0.166,MPa
43225_Q8,tan_d_7_percent_1_Messung,0.162,MPa
43225_Q1,LossModulus_Gdouble_dash(max),0.52,MPa
43225_Q2,LossModulus_Gdouble_dash(max),0.35,MPa
43225_Q3,LossModulus_Gdouble_dash(max),0.32,MPa
43225_Q4,LossModulus_Gdouble_dash(max),0.35,MPa
43225_Q5,LossModulus_Gdouble_dash(max),0.53,MPa
43225_Q6,LossModulus_Gdouble_dash(max),0.35,MPa
43225_Q7,LossModulus_Gdouble_dash(max),0.39,MPa
43225_Q8,LossModulus_Gdouble_dash(max),0.36,MPa
43258_Q1,ML 1+1,59.74,ME
43258_Q2,ML 1+1,66.7,ME
43258_Q3,ML 1+1,78.91,ME
43258_Q4,ML 1+1,75.88,ME
43258_Q5,ML 1+1,60.12,ME
43258_Q6,ML 1+1,75.22,ME
43258_Q7,ML 1+1,69.54,ME
43258_Q8,ML 1+1,70.8,ME
43258_Q1,ML 1+4,50.81,ME
43258_Q2,ML 1+4,55.03,ME
43258_Q3,ML 1+4,66.54,ME
43258_Q4,ML 1+4,63.4,ME
43258_Q5,ML 1+4,51.02,ME
43258_Q6,ML 1+4,63.07,ME
43258_Q7,ML 1+4,58.13,ME
43258_Q8,ML 1+4,59.24,ME
43258_Q1,MSR,0.497,log(ME)/log(s)
43258_Q2,MSR,0.483,log(ME)/log(s)
43258_Q3,MSR,0.436,log(ME)/log(s)
43258_Q4,MSR,0.447,log(ME)/log(s)
43258_Q5,MSR,0.504,log(ME)/log(s)
43258_Q6,MSR,0.428,log(ME)/log(s)
43258_Q7,MSR,0.466,log(ME)/log(s)
43258_Q8,MSR,0.453,log(ME)/log(s)
43258_Q1,Umsatzzeit 90percent,997.14,[sec]
43258_Q2,Umsatzzeit 90percent,970.62,[sec]
43258_Q3,Umsatzzeit 90percent,924.0,[sec]
43258_Q4,Umsatzzeit 90percent,950.97,[sec]
43258_Q5,Umsatzzeit 90percent,981.06,[sec]
43258_Q6,Umsatzzeit 90percent,987.6,[sec]
43258_Q7,Umsatzzeit 90percent,957.78,[sec]
43258_Q8,Umsatzzeit 90percent,941.46,[sec]
43258_Q1,S_dash bei 90percent Umsatz,17.73,dNm
43258_Q2,S_dash bei 90percent Umsatz,17.94,dNm
43258_Q3,S_dash bei 90percent Umsatz,18.07,dNm
43258_Q4,S_dash bei 90percent Umsatz,17.54,dNm
43258_Q5,S_dash bei 90percent Umsatz,18.14,dNm
